title,belongs_to_collection,budget,genre1,genre2,genre3,genre4,genre5,runtime,director_name,num_critic_for_reviews,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,language,country,actor_2_facebook_likes,imdb_score,movie_facebook_likes
A Nightmare on Elm Street,"{'id': 8581, 'name': 'A Nightmare on Elm Street Collection', 'poster_path': '/BcgmrOz69AUBRukw5LLGeYsOgo.jpg', 'backdrop_path': '/xDScJToK3YDTZmxNqQ0hFTObeXq.jpg'}",35000000,Horror,Mystery,Thriller,,,95,Wes Craven,256,0,574,Lin Shaye,40000,Johnny Depp,149285,42918,Amanda Wyss,1,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,English,USA,852,7.5,10000
A Nightmare on Elm Street,"{'id': 8581, 'name': 'A Nightmare on Elm Street Collection', 'poster_path': '/BcgmrOz69AUBRukw5LLGeYsOgo.jpg', 'backdrop_path': '/xDScJToK3YDTZmxNqQ0hFTObeXq.jpg'}",1800000,Horror,,,,,91,Wes Craven,256,0,574,Lin Shaye,40000,Johnny Depp,149293,42918,Amanda Wyss,1,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,English,USA,852,7.5,10000
A Nightmare on Elm Street,"{'id': 8581, 'name': 'A Nightmare on Elm Street Collection', 'poster_path': '/BcgmrOz69AUBRukw5LLGeYsOgo.jpg', 'backdrop_path': '/xDScJToK3YDTZmxNqQ0hFTObeXq.jpg'}",1800000,Horror,,,,,91,Wes Craven,256,0,574,Lin Shaye,40000,Johnny Depp,149285,42918,Amanda Wyss,1,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,English,USA,852,7.5,10000
A Nightmare on Elm Street 3: Dream Warriors,"{'id': 8581, 'name': 'A Nightmare on Elm Street Collection', 'poster_path': '/BcgmrOz69AUBRukw5LLGeYsOgo.jpg', 'backdrop_path': '/xDScJToK3YDTZmxNqQ0hFTObeXq.jpg'}",5000000,Horror,Thriller,,,,96,Chuck Russell,131,55,150,Heather Langenkamp,506,John Saxon,49820,1584,Jennifer Rubin,0,dream|freddy krueger|killer|nightmare|springwood ohio,English,USA,449,6.6,0
A Nightmare on Elm Street 4: The Dream Master,"{'id': 8581, 'name': 'A Nightmare on Elm Street Collection', 'poster_path': '/BcgmrOz69AUBRukw5LLGeYsOgo.jpg', 'backdrop_path': '/xDScJToK3YDTZmxNqQ0hFTObeXq.jpg'}",7000000,Horror,Thriller,,,,99,Renny Harlin,102,212,54,Rodney Eastman,130,Tuesday Knight,36108,450,Brooke Bundy,0,demon|dream|elm street|freddy krueger|nightmare,English,USA,125,5.7,0
A Nightmare on Elm Street 5: The Dream Child,"{'id': 8581, 'name': 'A Nightmare on Elm Street Collection', 'poster_path': '/BcgmrOz69AUBRukw5LLGeYsOgo.jpg', 'backdrop_path': '/xDScJToK3YDTZmxNqQ0hFTObeXq.jpg'}",8000000,Horror,Thriller,,,,89,Stephen Hopkins,88,81,92,Kelly Jo Minter,321,Lisa Wilcox,29659,584,Matthew Borlenghi,0,child|comic book|dream|murderer|nightmare,English,USA,101,5.1,1000
A Passage to India,NA,8000000,Drama,Adventure,History,,,163,David Lean,52,767,162,Judy Davis,358,Richard Wilson,12980,1334,Art Malik,0,doctor|english|india|magistrate|mosque,English,UK,223,7.4,845
A Perfect Getaway,NA,14000000,Thriller,Mystery,Adventure,,,98,David Twohy,160,123,690,Milla Jovovich,26000,Chris Hemsworth,56338,41359,Marley Shelton,4,cliff|hawaii|island|newlywed|waterfall,English,USA,14000,6.5,4000
A Prairie Home Companion,NA,10000000,Drama,Comedy,Music,,,105,Robert Altman,211,500,718,Virginia Madsen,11000,Meryl Streep,19655,12946,Lily Tomlin,8,backstage|country music|cowboy|radio|singing,English,USA,912,6.8,683
A Room with a View,NA,3000000,Drama,Romance,,,,117,James Ivory,55,133,249,Rupert Graves,687,Julian Sands,29610,1665,Denholm Elliott,0,male nudity|male pubic hair|nude bathing|piano|pubic hair,English,UK,443,7.4,0
A Scanner Darkly,NA,8700000,Animation,Science Fiction,Thriller,,,100,Richard Linklater,232,0,407,Keanu Reeves,21000,Robert Downey Jr.,89383,39507,Rory Cochrane,0,detective|drugs|substance d|undercover|undercover cop,English,USA,18000,7.1,0
A Separation,NA,800000,Drama,,,,,123,Asghar Farhadi,354,0,620,Leila Hatami,786,Shahab Hosseini,151812,2501,Peyman Moaadi,2,alzheimer's disease|caregiver|divorce|iran|iranian,Persian,Iran,712,8.4,48000
A Serious Man,NA,7000000,Comedy,Drama,,,,105,Ethan Coen,341,1000,98,Fred Melamed,816,Michael Stuhlbarg,102125,1120,Peter Breitmayer,1,bar mitzvah|jewish|marital breakup|nose job|rabbi,English,USA,105,7,10000
A Shine of Rainbows,NA,6000000,Drama,Family,,,,101,Vic Sarin,37,24,130,Aidan Quinn,933,Connie Nielsen,1696,1940,John Bell,2,island|love|new home|orphan|rainbow,English,Canada,767,7.2,1000
A Simple Wish,NA,28000000,Adventure,Comedy,Family,Fantasy,,86,Michael Ritchie,21,23,899,Francis Capra,1000,Mara Wilson,4288,5535,Kathleen Turner,3,8 year old|convention|magic|magic wand|male fairy godmother,English,USA,937,5.4,517
A Single Man,NA,7000000,Drama,Romance,,,,101,Tom Ford,281,192,292,Teddy Sears,14000,Colin Firth,83182,14816,Keri Lynn Pratt,2,car accident|male full back nudity|practicing a suicide|public nudity|suicide contemplation,English,USA,343,7.6,16000
A Sound of Thunder,NA,80000000,Thriller,Science Fiction,Adventure,Action,,110,Peter Hyams,113,0,212,Catherine McCormack,1000,David Oyelowo,16474,1890,Jemima Rooper,0,butterfly|hunter|time|time travel|wave,English,UK,307,4.2,785
A Streetcar Named Desire,NA,1800000,Drama,,,,,125,Elia Kazan,94,603,114,Karl Malden,10000,Marlon Brando,78454,10570,Kim Hunter,0,brother in law sister in law relationship|expectant father|histrionic personality disorder|middle aged woman|off screen rape,English,USA,416,8,5000
A Thousand Words,NA,40000000,Drama,Comedy,,,,91,Brian Robbins,70,48,39,Lou Saliba,61,John Gatins,30842,222,Greg Collins,8,box office flop|buddhist|liar|literary agent|magical tree,English,USA,46,5.9,0
A Time to Kill,NA,40000000,Crime,Drama,Thriller,,,149,Joel Schumacher,71,541,1000,Matthew McConaughey,18000,Kevin Spacey,99558,31349,Oliver Platt,3,african american|court|law|mississippi|trial,English,USA,11000,7.4,0
A Very Long Engagement,NA,47000000,Drama,,,,,133,Jean-Pierre Jeunet,186,0,46,André Dussollier,226,Denis Lavant,62607,405,Albert Dupontel,1,court martial|death|girl|no man's land|soldier,French,France,52,7.7,0
A View to a Kill,"{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}",30000000,Adventure,Action,Thriller,,,131,John Glen,108,46,433,Alison Doody,1000,Patrick Macnee,68565,2943,Tanya Roberts,2,computer|earthquake|microchip|official james bond series|silicon valley,English,UK,439,6.3,0
A Walk Among the Tombstones,NA,28000000,Crime,Drama,Mystery,Thriller,,113,Scott Frank,253,71,313,Boyd Holbrook,14000,Liam Neeson,87950,15428,David Harbour,0,drug dealer|ex cop|murder of wife|revenge|violence,English,USA,439,6.5,15000
A Walk on the Moon,NA,14000000,Drama,Romance,,,,107,Tony Goldwyn,47,956,113,Julie Kavner,10000,Viggo Mortensen,6782,10368,Tovah Feldshuh,1,adulterous wife|cheating wife|summer|unfaithfulness|woodstock,English,USA,233,6.6,860
A Walk to Remember,NA,11000000,Drama,Romance,,,,101,Adam Shankman,80,163,488,Peter Coyote,683,Lauren German,162701,2436,Paz de la Huerta,1,community service|love|punishment|school|student,English,USA,548,7.4,19000
A.I. Artificial Intelligence,NA,100000000,Drama,Science Fiction,Adventure,,,146,Steven Spielberg,281,14000,681,William Hurt,3000,Haley Joel Osment,238747,6217,Kevin Sussman,0,affection|boy|fairy|future|robot,English,USA,882,7.1,11000
Abandon,NA,25000000,Drama,Mystery,Thriller,,,99,Stephen Gaghan,72,79,956,Zooey Deschanel,16000,Charlie Hunnam,7909,28987,Tony Goldwyn,3,college|detective|disappearance|police detective|thesis,English,USA,11000,4.9,261
ABCD (Any Body Can Dance),"{'id': 337957, 'name': 'ABCD Collection', 'poster_path': None, 'backdrop_path': None}",0,Drama,Music,,,,160,Remo,15,168,71,Remo,733,Lauren Gottlieb,5018,1182,Prabhudheva,3,NA,Hindi,India,168,6.4,1000
Abduction,NA,35000000,Thriller,Action,Mystery,,,106,John Singleton,180,309,63,Benjamin J. Cain Jr.,327,Ken Arnold,65044,561,Richard Cetrone,1,assassin|high school|on the run|teenager|website,English,USA,73,5,13000
About a Boy,NA,27000000,Drama,Comedy,Romance,,,101,Chris Weitz,158,129,3,Christopher Webster,66,Sharon Small,144021,74,Peter McNicholl,0,boy|friend|imaginary son|single father|single mother,English,UK,5,7.1,0
About Last Night,NA,12500000,Comedy,Romance,,,,100,Steve Pink,90,38,460,Regina Hall,833,Joe Lo Truglio,16979,2800,Bryan Callen,4,bedroom|boyfriend girlfriend relationship|hug|interrupted sex|urban setting,English,USA,807,6.1,0
About Schmidt,NA,30000000,Drama,Comedy,,,,125,Alexander Payne,217,729,322,June Squibb,442,Hope Davis,107557,1556,Howard Hesseman,1,highway travel|on the road|retirement|road movie|wedding,English,USA,344,7.2,0
About Time,NA,12000000,Comedy,Drama,Science Fiction,,,123,Richard Curtis,274,628,171,Tom Hollander,565,Tom Hughes,202341,1595,Lindsay Duncan,1,boyfriend girlfriend relationship|lingerie slip|time travel|time travel romance|wedding,English,UK,555,7.8,105000
Abraham Lincoln: Vampire Hunter,NA,69000000,Action,Fantasy,Horror,,,94,Timur Bekmambetov,393,335,911,Dominic Cooper,3000,Rufus Sewell,128629,8281,Benjamin Walker,0,chopping down a tree|hanging upside down|shopkeeper|vampire|vampire hunter,English,USA,3000,5.9,98000
Absentia,NA,70000,Mystery,Horror,Thriller,,,92,Mike Flanagan,125,59,9,Courtney Bell,35,Justin Gordon,13065,97,Erin Cipolletti,0,anticipate|dead in absentia|foetus|tunnel|unreliable narration,English,USA,28,5.8,3000
Absolute Power,NA,50000000,Crime,Drama,Thriller,,,121,Clint Eastwood,76,16000,826,Mark Margolis,16000,Clint Eastwood,39529,19139,Scott Glenn,0,death|death of wife|murder|thief|violence,English,USA,1000,6.7,1000
Accidental Love,NA,26000000,Romance,Comedy,,,,100,David O. Russell,56,737,816,Kirstie Alley,15000,Jake Gyllenhaal,5006,19068,Beverly D'Angelo,5,health insurance|long delayed release|nail in the head|waitress|washington d.c.,English,USA,980,4,0
Ace Ventura: Pet Detective,"{'id': 3167, 'name': 'Ace Ventura Collection', 'poster_path': '/qCxH543pScFed1CycwJ1nVgrkOc.jpg', 'backdrop_path': '/bswWgdDsLu0fhWMYUzLF8XgiK4h.jpg'}",15000000,Comedy,Mystery,,,,86,Tom Shadyac,61,293,567,Udo Kier,759,Sean Young,216486,2462,David Margulies,1,detective|dolphin|mascot|nudity|stupidity,English,USA,595,6.9,0
Ace Ventura: When Nature Calls,"{'id': 3167, 'name': 'Ace Ventura Collection', 'poster_path': '/qCxH543pScFed1CycwJ1nVgrkOc.jpg', 'backdrop_path': '/bswWgdDsLu0fhWMYUzLF8XgiK4h.jpg'}",30000000,Crime,Comedy,Adventure,,,90,Steve Oedekerk,59,176,460,Bob Gunton,531,Bruce Spence,160321,2203,Sophie Okonedo,0,africa|bat|hawaiian shirt|pregnancy|pregnant,English,USA,461,6.3,0
Act of Valor,NA,12000000,Action,Thriller,War,,,110,Mike McCoy,216,16,11,Jason Cottle,93,Alex Veadov,57996,146,Rorke Denver,0,mission|navy seal|terrorist|torture|valor,English,USA,17,6.5,15000
Action Jackson,NA,7000000,Action,Adventure,Comedy,Crime,Drama,96,Craig R. Baxley,35,22,794,Vanity,1000,Bill Duke,7569,5282,Carl Weathers,2,murder|power|psychotronic|tough cop|union,English,USA,841,5.2,978
Adam,NA,500000,Animation,Drama,Romance,,,6,Max Mayer,122,6,194,Terry Walters,828,Peter Gallagher,29239,1936,Amy Irving,0,apartment|asperger's syndrome|children|teacher|writer,English,USA,390,7.2,0
Adam,NA,0,Drama,Romance,,,,99,Max Mayer,122,6,194,Terry Walters,828,Peter Gallagher,29239,1936,Amy Irving,0,apartment|asperger's syndrome|children|teacher|writer,English,USA,390,7.2,0
Adam Resurrected,NA,10000000,Drama,War,,,,106,Paul Schrader,75,261,520,Ayelet Zurer,30000,Veronica Ferres,3075,31325,Derek Jacobi,2,circus|dog|entertainer|holocaust|patient,English,Germany,744,6.3,589
Adaptation.,NA,19000000,Comedy,Crime,Drama,,,114,Spike Jonze,241,0,836,Meryl Streep,12000,Nicolas Cage,143251,25489,Roger Willie,0,book|orchid|screenwriter|thief|twin,English,USA,11000,7.7,0
Admission,NA,13000000,Comedy,Drama,Romance,,,107,Paul Weitz,150,80,252,Sarita Choudhury,2000,Tina Fey,28573,3004,Christopher Evan Welch,2,adoption|female protagonist|princeton university|wedding|working women,English,USA,257,5.7,5000
Adore,NA,16000000,Drama,,,,,100,Anne Fontaine,141,105,748,Naomi Watts,18000,Robin Wright,23334,25269,Ben Mendelsohn,0,beach|friend|friendship|happiness|neighbor,English,Australia,6000,6.2,0
Adulterers,NA,750000,Thriller,Crime,Drama,,,80,H.M. Coakley,8,0,137,Steffinnie Phrommany,696,Mehcad Brooks,514,1210,Danielle Savre,3,cheating husband|female nudity|male nudity|male rear nudity|revenge,English,USA,320,4.9,158
Adventureland,NA,9500000,Comedy,,,,,107,Greg Mottola,248,99,452,Martin Starr,17000,Kristen Stewart,131180,18983,Wendie Malick,6,amusement park|strong female character|summer job|teen movie|teenager,English,USA,985,6.8,0
Æon Flux,NA,62000000,Action,Science Fiction,,,,93,Karyn Kusama,178,45,352,Sophie Okonedo,9000,Charlize Theron,110614,10185,Paterson Joseph,0,based on cult favorite|disease|female hero|female protagonist|future,English,USA,460,5.5,0
After Earth,NA,130000000,Science Fiction,Action,Adventure,,,100,M. Night Shyamalan,349,0,894,Zoë Kravitz,10000,Will Smith,158720,14168,Glenn Morshower,0,box office flop|father son team|fear|race against time|real life father and son playing father and son,English,USA,943,4.9,37000
After the Sunset,NA,60000000,Action,Comedy,Crime,Drama,,97,Brett Ratner,117,420,455,Don Cheadle,4000,Salma Hayek,38298,9814,Chris Penn,2,diamond|fbi|fbi agent|island|thief,English,USA,3000,6.3,782
After.Life,NA,4500000,Drama,Horror,Mystery,Thriller,,104,Agnieszka Wojtowicz-Vosloo,138,0,329,Josh Charles,14000,Liam Neeson,30836,15860,Chandler Canterbury,1,breath on mirror|buried alive|engagement ring|looking at one's self in a mirror|serial killer,English,USA,1000,5.9,7000
Against the Ropes,NA,39000000,Romance,Drama,,,,106,Charles S. Dutton,76,534,511,Charles S. Dutton,865,Omar Epps,5917,2972,Tim Daly,2,boxer|boxing|boxing arena|boxing manager|directed by co star,English,USA,534,5.3,177
Agent Cody Banks,"{'id': 91427, 'name': 'Agent Cody Banks Collection', 'poster_path': '/nQZ1TuxTEFrZLEU02kTTeKogFbX.jpg', 'backdrop_path': '/gh0OZpG16E5LtTAkCRkr5j0v1Fh.jpg'}",28000000,Action,,,,,102,Harald Zwart,79,91,434,Frankie Muniz,1000,Daniel Roebuck,26755,3037,Chris Gauthier,3,cia|nanobot|prep school|scientist|teenager,English,USA,934,5,542
Agent Cody Banks 2: Destination London,"{'id': 91427, 'name': 'Agent Cody Banks Collection', 'poster_path': '/nQZ1TuxTEFrZLEU02kTTeKogFbX.jpg', 'backdrop_path': '/gh0OZpG16E5LtTAkCRkr5j0v1Fh.jpg'}",26000000,Comedy,,,,,100,Kevin Allen,55,8,588,Frankie Muniz,1000,Daniel Roebuck,11092,3742,David Kelly,4,chase|evil scientist|gadget|mind control|tough girl,English,USA,934,4.5,167
Agora,NA,70000000,Adventure,Drama,History,,,127,Alejandro Amenábar,180,448,334,Ashraf Barhom,614,Max Minghella,52496,1829,Rupert Evans,2,christian|love|philosophy|prefect|slave,English,Spain,451,7.2,29000
Air Bud,"{'id': 97445, 'name': 'Air Bud Collection', 'poster_path': '/6uJ2GXA5kBskJx6emTuHyp2S3ww.jpg', 'backdrop_path': '/3iROV2GdrAFz6lbrGneQLt8lc7K.jpg'}",3000000,Comedy,Family,Drama,,,98,Charles Martin Smith,35,188,693,Bill Cobbs,2000,Kevin Zegers,12942,4277,Michael Jeter,0,basketball|boy|dog|dog movie|golden retriever,English,USA,970,5.1,902
Air Force One,NA,85000000,Action,Thriller,,,,124,Wolfgang Petersen,142,249,936,Gary Oldman,11000,Harrison Ford,146134,23603,Dean Stockwell,1,ex soldier|hijacker|hostage|president|terrorist,English,USA,10000,6.4,0
Airborne,NA,2600000,Action,Adventure,Comedy,,,91,Rob Bowman,9,38,117,Jacob Vargas,584,Alanna Ubach,5061,1218,Brittney Powell,0,cincinnati ohio|high school|hockey|jock strap|zoologist,English,USA,399,6.2,0
Airlift,NA,4500000,Thriller,Action,Drama,History,,126,Raja Menon,39,6,12,Sameer Ali Khan,85,Nimrat Kaur,30977,151,Purab Kohli,1,1990s|businessman|evacuation|historical fiction|kuwait,Hindi,India,26,8.5,10000
Airplane!,"{'id': 91663, 'name': 'Airplane Collection', 'poster_path': '/u8IXYbpoRcKMlnhUvND0NB8HsAM.jpg', 'backdrop_path': '/w7bNIqVMZaaWf1LnMIZ1HywXbP8.jpg'}",3500000,Comedy,,,,,88,Jim Abrahams,134,104,318,Lloyd Bridges,628,Peter Graves,160281,2726,Barbara Billingsley,0,air traffic controller|airplane|airport|pilot|spoof,English,USA,575,7.8,16000
Akeelah and the Bee,NA,8000000,Drama,,,,,112,Doug Atchison,95,3,268,Sean Michael Afable,876,Curtis Armstrong,15337,2832,Tzi Ma,0,national spelling bee|principal|school principal|spelling|spelling bee,English,USA,801,7.5,0
Akira,NA,8000000,Science Fiction,Animation,,,,124,Katsuhiro Ôtomo,150,78,4,Takeshi Kusao,6,Mitsuo Iwata,106160,28,Tesshô Genda,0,based on manga|biker gang|gifted child|post thermonuclear war|science runs amok,Japanese,Japan,5,8.1,0
Aladdin,"{'id': 86027, 'name': 'Aladdin Collection', 'poster_path': '/enl57YvMhTAdic6El5rfZppyzq2.jpg', 'backdrop_path': '/naeLgo2bt4WKfHF4BTrG6mkmjiY.jpg'}",28000000,Animation,Family,Comedy,Adventure,Fantasy,90,Ron Clements,124,63,631,Frank Welker,49000,Robin Williams,260939,52970,Scott Weinger,0,arab|genie|magic|princess|reference to a thousand and one nights,English,USA,2000,8,0
Albert Nobbs,NA,8000000,Drama,,,,,113,Rodrigo García,222,127,373,Michael McElhatton,3000,Mia Wasikowska,19616,4370,Mark Williams,3,19th century|hotel|painter|waiter|woman pretending to be a man,English,UK,415,6.7,0
Albino Alligator,NA,6000000,Crime,Drama,Thriller,,,97,Kevin Spacey,37,18000,977,Joe Mantegna,10000,Viggo Mortensen,6632,13718,Faye Dunaway,3,bar|box office flop|hostage|new orleans louisiana|police,English,USA,1000,6.1,225
Alex & Emma,NA,30000000,Comedy,Romance,,,,96,Rob Reiner,73,0,130,Lobo Sebastian,372,David Paymer,11520,977,Robert Costanzo,2,gambling|novel|stenographer|writer|writer's block,English,USA,206,5.6,625
Alex Cross,"{'id': 142680, 'name': 'Alex Cross Collection', 'poster_path': '/64mlnEVoq1I0BZe4iDdAv89qO9Z.jpg', 'backdrop_path': '/eyKpawn8yMq6kdv03wgKruMuSJX.jpg'}",45000000,Action,Thriller,Crime,Mystery,,101,Rob Cohen,211,357,374,Chad Lindberg,907,Cicely Tyson,28257,2471,Carmen Ejogo,0,assassin|detective|partner|police|serial killer,English,USA,445,5.1,11000
Alexander,NA,155000000,War,History,Action,Adventure,Drama,175,Oliver Stone,248,0,591,Angelina Jolie Pitt,12000,Anthony Hopkins,138863,24598,Brian Blessed,3,ancient greece|conquest|greek|greek myth|king,English,Germany,11000,5.5,0
Alexander's Ragtime Band,NA,2000000,Drama,Music,Romance,,,106,Henry King,10,85,300,Don Ameche,480,Tyrone Power,1381,1833,John Carradine,2,band|dance|ragtime|singer|violinist,English,USA,392,7,60
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",NA,28000000,Family,Comedy,,,,81,Miguel Arteta,119,44,3000,Steve Carell,35000,Bella Thorne,29738,47677,Jennifer Garner,6,bad day|based on book|birthday|job interview|long title,English,USA,7000,6.2,12000
Alfie,NA,60000000,Comedy,,,,,103,Charles Shyer,135,14,624,Nia Long,865,Omar Epps,43442,3639,Jane Krakowski,4,best friend|commitment|friend|limousine driver|one night stand,English,UK,826,6.2,0
Ali,NA,107000000,Drama,,,,,157,Michael Mann,174,0,780,Jada Pinkett Smith,10000,Will Smith,79186,14196,Joe Morton,1,african american protagonist|african americans|boxing gym|gym|rumble in the jungle,English,USA,851,6.8,0
Alice in Wonderland,NA,14000000,Family,Fantasy,,,,187,Tim Burton,451,13000,11000,Alan Rickman,40000,Johnny Depp,306320,79957,Anne Hathaway,0,alice in wonderland|mistaking reality for dream|queen|shrinking|shrinking potion,English,USA,25000,6.5,24000
Alice in Wonderland,NA,14000000,Family,Fantasy,,,,187,Tim Burton,451,13000,11000,Alan Rickman,40000,Johnny Depp,306336,79957,Anne Hathaway,0,alice in wonderland|mistaking reality for dream|queen|shrinking|shrinking potion,English,USA,25000,6.5,24000
Alice in Wonderland,"{'id': 261307, 'name': 'Alice in Wonderland Collection', 'poster_path': '/xSDwVJEdtewx9pfD125PCdRgznH.jpg', 'backdrop_path': '/xX2mxqqYnG5nmujfZ422iXgXyOO.jpg'}",200000000,Family,Fantasy,Adventure,,,108,Tim Burton,451,13000,11000,Alan Rickman,40000,Johnny Depp,306320,79957,Anne Hathaway,0,alice in wonderland|mistaking reality for dream|queen|shrinking|shrinking potion,English,USA,25000,6.5,24000
Alice in Wonderland,"{'id': 261307, 'name': 'Alice in Wonderland Collection', 'poster_path': '/xSDwVJEdtewx9pfD125PCdRgznH.jpg', 'backdrop_path': '/xX2mxqqYnG5nmujfZ422iXgXyOO.jpg'}",200000000,Family,Fantasy,Adventure,,,108,Tim Burton,451,13000,11000,Alan Rickman,40000,Johnny Depp,306336,79957,Anne Hathaway,0,alice in wonderland|mistaking reality for dream|queen|shrinking|shrinking potion,English,USA,25000,6.5,24000
Alice in Wonderland,NA,21000000,Fantasy,Family,,,,150,Tim Burton,451,13000,11000,Alan Rickman,40000,Johnny Depp,306320,79957,Anne Hathaway,0,alice in wonderland|mistaking reality for dream|queen|shrinking|shrinking potion,English,USA,25000,6.5,24000
