title,belongs_to_collection,budget,genre1,genre2,genre3,genre4,genre5,popularity,production_companies_1,production_companies_2,month,day,year,release_date,revenue,runtime,director_name,num_critic_for_reviews,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,language,country,actor_2_facebook_likes,imdb_score,movie_facebook_likes
A Few Good Men,NA,40000000,Drama,,,,,12.330249,David Brown Productions,,12,11,1992,12/11/1992,243240178,138,Rob Reiner,81,0,574,Demi Moore,10000,Tom Cruise,181879,14619,Kevin Pollak,0,cuba|guantanamo|lance corporal|lawyer|murder,English,United States,2000,7.6,0
A Fistful of Dollars,"{'id': 48317, 'name': 'The Man With No Name Collection', 'poster_path': '/lzUZptOL6iQqulMvhB2jfT5GepD.jpg', 'backdrop_path': '/uAkE1MAvFUiYjOllgDRndispKu3.jpg'}",200000,Western,,,,,12.429704,United Artists,Constantin Film ProdUnited Kingdomtion,9,12,1964,9/12/1964,14500000,99,Sergio Leone,122,0,93,Gian Maria Volontè,16000,Clint Eastwood,147566,16534,Aldo Sambrell,1,balladeer|bar|drifter|mexican|revenge,Italian,Italy,360,8,0
A Good Day to Die Hard,"{'id': 1570, 'name': 'Die Hard Collection', 'poster_path': '/dQP1lu4tBtCiAMeCRcuTFpJiM7y.jpg', 'backdrop_path': '/5kHVblr87FUScuab1PVSsK692IL.jpg'}",92000000,Action,Thriller,,,,12.471865,Ingenious Media,Twentieth Century Fox Film Corporation,2,6,2013,2/6/2013,304654182,98,John Moore,412,212,476,Cole Hauser,13000,Bruce Willis,165618,15481,Megalyn Echikunwoke,2,bomb|cia|courthouse|escape|russian,English,United States,787,5.3,66000
A Good Year,NA,35000000,Comedy,Drama,Romance,,,7.82187,Fox 2000 Pictures,Scott Free Productions,9,9,2006,9/9/2006,42064105,118,Ridley Scott,147,0,567,Albert Finney,883,Archie Panjabi,70698,3611,Richard Coyle,1,based on novel|inheritance|provence|uncle|wine,English,United States,883,6.9,9000
A Guy Named Joe,NA,2627000,Drama,Romance,War,,,0.662665,Metro-Goldwyn-Mayer (MGM),,3,1,1944,3/1/1944,5363000,120,Victor Fleming,9,149,315,Esther Williams,760,Spencer Tracy,1553,2555,Irene Dunne,0,heaven|pilot|teacher|training|world war two,English,United States,675,7,116
A Guy Thing,NA,20000000,Comedy,Romance,,,,4.444724,Metro-Goldwyn-Mayer (MGM),David Ladd Films,1,17,2003,1/17/2003,17432163,101,Chris Koch,81,13,499,Lochlyn Munro,651,Thomas Lennon,14147,2698,James Brolin,3,bachelor party|climbing a tree|taxi|toilet|wedding,English,United States,555,5.6,401
A Hard Day's Night,NA,560000,Comedy,Music,,,,5.719266,Proscenium Films,Walter Shenson Films,7,6,1964,7/6/1964,12299668,88,Richard Lester,105,44,704,Ringo Starr,785,Paul McCartney,31429,2538,George Harrison,1,boy|concert|drummer|manager|television,English,United Kingdom,725,7.7,0
A Haunted House,"{'id': 251937, 'name': 'A Haunted House Collection', 'poster_path': '/ycm511kfyzVVjRU70nxtAGjAPbQ.jpg', 'backdrop_path': '/5NTJZ571646mTziTOGt0jnq7United Kingdome.jpg'}",2500000,Comedy,Horror,,,,6.531373,Endgame Entertainment,Wayans Bros. Entertainment,1,11,2013,1/11/2013,60141683,86,Michael Tiddes,129,89,555,Alanna Ubach,713,Essence Atkins,34620,3421,J.B. Smoove,6,hamburger|parody|priest|psychic|woman in a bikini,English,United States,584,5.1,0
A History of Violence,NA,32000000,Drama,Thriller,Crime,,,11.119707,New Line Cinema,DC Comics,9,23,2005,9/23/2005,60740827,96,David Cronenberg,441,0,882,Kyle Schmid,10000,Viggo Mortensen,186606,12754,William Hurt,1,bar|crotch shot|female full frontal nudity|female pubic hair|robbery,English,United States,917,7.5,0
A Home at the End of the World,NA,6500000,Romance,Drama,,,,4.136105,Killer Films,Hart-Sharp Entertainment,7,23,2004,7/23/2004,1548955,96,Michael Mayer,84,15,874,Matt Frewer,18000,Robin Wright,12049,21107,Sissy Spacek,2,hand job|hugging|long hair|new york city|two men one woman,English,United States,986,6.8,1000
A Knight's Tale,NA,65000000,Adventure,Drama,Romance,Action,,10.90061,Columbia Pictures Corporation,Escape Artists,5,11,2001,5/11/2001,117487473,132,Brian Helgeland,167,241,996,Rufus Sewell,13000,Heath Ledger,137003,18761,Bérénice Bejo,1,chaucer|jousting|knight|medieval times|tournament,English,United States,3000,6.9,0
A League of Their Own,NA,40000000,Comedy,,,,,10.852038,Columbia Pictures Corporation,Parkway Productions,7,1,1992,7/1/1992,107458785,128,Penny Marshall,41,545,251,Lori Petty,15000,Tom Hanks,71754,16751,Rosie O'Donnell,3,baseball|friend|oregon|rivalry|softball,English,United States,923,7.2,0
A Lonely Place to Die,NA,4000000,Adventure,Action,Thriller,Crime,,6.780752,Carnaby International,Molinare Studios,4,9,2011,4/9/2011,25345000,99,Julian Gilbey,135,7,641,Eamonn Walker,762,Ed Speleers,22220,2631,Sean Harris,1,kidnapper|mountaineering|scotland|scottish highlands|sniper,English,United Kingdom,706,6.3,0
A Lot Like Love,NA,30000000,Comedy,,,,,10.596719,Mile High Productions,Kevin Messick Productions,4,22,2005,4/22/2005,42886719,107,Nigel Cole,112,13,165,Tyrone Giordano,618,Aimee Garcia,58297,1095,James Read,3,flight|hasselblad camera|los angeles california|love|medium format camera,English,United States,172,6.6,0
A Low Down Dirty Shame,NA,10000000,Action,Comedy,Crime,,,3.021526,Caravan Pictures,Hollywood Pictures,11,23,1994,11/23/1994,29392418,100,Keenen Ivory Wayans,8,322,534,Salli Richardson-Whitfield,851,Jada Pinkett Smith,3924,3190,Charles S. Dutton,2,drugs|ex cop|gun fu|machismo|shootout,English,United States,543,5.8,368
A Man Apart,NA,36000000,Action,Drama,,,,17.714247,New Line Cinema,Newman/Tooley Films,4,4,2003,4/4/2003,44350926,109,F. Gary Gray,110,473,582,Jeff Kober,14000,Vin Diesel,38348,16611,Larenz Tate,0,bust|dea|drug cartel|justice|tragic hero,English,United States,919,6.1,0
A Man for All Seasons,NA,3900000,Drama,History,,,,6.997888,Columbia Pictures Corporation,Highland Films,12,12,1966,12/12/1966,28350000,120,Fred Zinnemann,62,160,94,SUnited Statesnnah York,559,Robert Shaw,23713,1238,Paul Scofield,0,catholic|chancellor|divorce|king henry viii|thomas more,English,United Kingdom,269,7.9,2000
A Mighty Heart,NA,16000000,Drama,Thriller,,,,16.770196,Plan B Entertainment,Revolution Films,1,1,2007,1/1/2007,18928871,100,Michael Winterbottom,190,187,254,Archie Panjabi,11000,Angelina Jolie Pitt,24150,12178,Dan Futterman,0,fbi|journalist|missing|pakistan|reporter,English,United States,883,6.7,923
A Mighty Wind,NA,6000000,Comedy,Music,,,,4.672036,Castle Rock Entertainment,,4,16,2003,4/16/2003,18750246,91,Christopher Guest,97,378,345,Christopher Guest,658,Michael McKean,22408,1660,Laura Harris,0,concert|mockumentary|musician|new york city|singer,English,United States,378,7.3,0
A Monster in Paris,NA,25000000,Adventure,Animation,Comedy,Family,Fantasy,7.093805,Europa Corp,Scanbox,10,12,2011,10/12/2011,0,90,Bibo Bergeron,63,10,541,Bob Balaban,1000,Adam Goldberg,15790,3243,François Cluzet,0,belle epoque|city name in title|monster|paris france,French,France,559,6.8,0
A Most Violent Year,NA,20000000,Crime,Drama,Thriller,,,17.187708,Participant Media,Imagenation Abu Dhabi FZ,12,30,2014,12/30/2014,12007070,125,J.C. Chandor,350,78,745,Ashley Williams,1000,David Oyelowo,45799,3979,Albert Brooks,0,american dream|immigrant|new york city|oil|violence,English,United States,969,7,0
A Most Wanted Man,NA,15000000,Thriller,,,,,10.432407,Senator Film ProdUnited Kingdomtion,Lionsgate,7,25,2014,7/25/2014,31554855,121,Anton Corbijn,291,210,123,Nina Hoss,22000,Philip Seymour Hoffman,57210,22574,Homayoun Ershadi,3,intelligence|intelligence agency|secret service|surveillance camera|war on terror,English,United Kingdom,164,6.8,13000
A Night at the Roxbury,NA,17000000,Comedy,,,,,12.480685,Paramount Pictures,SNL Studios,10,1,1998,10/1/1998,30331165,81,John Fortenberry,63,12,281,Chris Kattan,8000,Will Ferrell,48458,9271,Dan Hedaya,2,1990s|bar|car accident|nightclub|whipped cream,English,United States,357,6.2,0
A Nightmare on Elm Street,"{'id': 8581, 'name': 'A Nightmare on Elm Street Collection', 'poster_path': '/BcgmrOz69AUBRUnited Kingdomw5LLGeYsOgo.jpg', 'backdrop_path': '/xDScJToK3YDTZmxNqQ0hFTObeXq.jpg'}",35000000,Horror,Mystery,Thriller,,,10.40191,New Line Cinema,Platinum Dunes,4,30,2010,4/30/2010,115664037,95,Wes Craven,256,0,574,Lin Shaye,40000,Johnny Depp,149293,42918,Amanda Wyss,1,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,English,United States,852,7.5,10000
A Nightmare on Elm Street,"{'id': 8581, 'name': 'A Nightmare on Elm Street Collection', 'poster_path': '/BcgmrOz69AUBRUnited Kingdomw5LLGeYsOgo.jpg', 'backdrop_path': '/xDScJToK3YDTZmxNqQ0hFTObeXq.jpg'}",35000000,Horror,Mystery,Thriller,,,10.40191,New Line Cinema,Platinum Dunes,4,30,2010,4/30/2010,115664037,95,Wes Craven,256,0,574,Lin Shaye,40000,Johnny Depp,149285,42918,Amanda Wyss,1,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,English,United States,852,7.5,10000
A Nightmare on Elm Street,"{'id': 8581, 'name': 'A Nightmare on Elm Street Collection', 'poster_path': '/BcgmrOz69AUBRUnited Kingdomw5LLGeYsOgo.jpg', 'backdrop_path': '/xDScJToK3YDTZmxNqQ0hFTObeXq.jpg'}",1800000,Horror,,,,,13.694713,New Line Cinema,Smart Egg Pictures,11,14,1984,11/14/1984,25504513,91,Wes Craven,256,0,574,Lin Shaye,40000,Johnny Depp,149293,42918,Amanda Wyss,1,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,English,United States,852,7.5,10000
A Nightmare on Elm Street,"{'id': 8581, 'name': 'A Nightmare on Elm Street Collection', 'poster_path': '/BcgmrOz69AUBRUnited Kingdomw5LLGeYsOgo.jpg', 'backdrop_path': '/xDScJToK3YDTZmxNqQ0hFTObeXq.jpg'}",1800000,Horror,,,,,13.694713,New Line Cinema,Smart Egg Pictures,11,14,1984,11/14/1984,25504513,91,Wes Craven,256,0,574,Lin Shaye,40000,Johnny Depp,149285,42918,Amanda Wyss,1,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,English,United States,852,7.5,10000
A Nightmare on Elm Street 3: Dream Warriors,"{'id': 8581, 'name': 'A Nightmare on Elm Street Collection', 'poster_path': '/BcgmrOz69AUBRUnited Kingdomw5LLGeYsOgo.jpg', 'backdrop_path': '/xDScJToK3YDTZmxNqQ0hFTObeXq.jpg'}",5000000,Horror,Thriller,,,,10.035081,New Line Cinema,Smart Egg Pictures,2,27,1987,2/27/1987,44793222,96,Chuck Russell,131,55,150,Heather Langenkamp,506,John Saxon,49820,1584,Jennifer Rubin,0,dream|freddy krueger|killer|nightmare|springwood ohio,English,United States,449,6.6,0
A Nightmare on Elm Street 4: The Dream Master,"{'id': 8581, 'name': 'A Nightmare on Elm Street Collection', 'poster_path': '/BcgmrOz69AUBRUnited Kingdomw5LLGeYsOgo.jpg', 'backdrop_path': '/xDScJToK3YDTZmxNqQ0hFTObeXq.jpg'}",7000000,Horror,Thriller,,,,8.120317,New Line Cinema,,8,19,1988,8/19/1988,72500000,99,Renny Harlin,102,212,54,Rodney Eastman,130,Tuesday Knight,36108,450,Brooke Bundy,0,demon|dream|elm street|freddy krueger|nightmare,English,United States,125,5.7,0
A Nightmare on Elm Street 5: The Dream Child,"{'id': 8581, 'name': 'A Nightmare on Elm Street Collection', 'poster_path': '/BcgmrOz69AUBRUnited Kingdomw5LLGeYsOgo.jpg', 'backdrop_path': '/xDScJToK3YDTZmxNqQ0hFTObeXq.jpg'}",8000000,Horror,Thriller,,,,7.534739,New Line Cinema,,8,11,1989,8/11/1989,22168359,89,Stephen Hopkins,88,81,92,Kelly Jo Minter,321,Lisa Wilcox,29659,584,Matthew Borlenghi,0,child|comic book|dream|murderer|nightmare,English,United States,101,5.1,1000
A Passage to India,NA,8000000,Drama,Adventure,History,,,11.842837,Columbia Pictures,EMI Films Ltd.,12,14,1984,12/14/1984,27187653,163,David Lean,52,767,162,Judy Davis,358,Richard Wilson,12980,1334,Art Malik,0,doctor|english|india|magistrate|mosque,English,United Kingdom,223,7.4,845
A Perfect Getaway,NA,14000000,Thriller,Mystery,Adventure,,,11.017008,Davis Entertainment,Relativity Media,6,8,2009,6/8/2009,22852638,98,David Twohy,160,123,690,Milla Jovovich,26000,Chris Hemsworth,56338,41359,Marley Shelton,4,cliff|hawaii|island|newlywed|waterfall,English,United States,14000,6.5,4000
A Prairie Home Companion,NA,10000000,Drama,Comedy,Music,,,5.114498,River Road Entertainment,GreeneStreet Films,6,9,2006,6/9/2006,0,105,Robert Altman,211,500,718,Virginia Madsen,11000,Meryl Streep,19655,12946,Lily Tomlin,8,backstage|country music|cowboy|radio|singing,English,United States,912,6.8,683
A Room with a View,NA,3000000,Drama,Romance,,,,6.175166,Goldcrest Films International,National Film Finance Corporation (NFFC),12,13,1985,12/13/1985,20966644,117,James Ivory,55,133,249,Rupert Graves,687,Julian Sands,29610,1665,Denholm Elliott,0,male nudity|male pubic hair|nude bathing|piano|pubic hair,English,United Kingdom,443,7.4,0
A Scanner Darkly,NA,8700000,Animation,Science Fiction,Thriller,,,11.643026,ThoUnited Statesnd Words,Warner Independent Pictures (WIP),5,25,2006,5/25/2006,7659918,100,Richard Linklater,232,0,407,Keanu Reeves,21000,Robert Downey Jr.,89383,39507,Rory Cochrane,0,detective|drugs|substance d|undercover|undercover cop,English,United States,18000,7.1,0
A Separation,NA,800000,Drama,,,,,7.939625,Asghar Farhadi Productions,Dreamlab Films,3,15,2011,3/15/2011,0,123,Asghar Farhadi,354,0,620,Leila Hatami,786,Shahab Hosseini,151812,2501,Peyman Moaadi,2,alzheimer's disease|caregiver|divorce|iran|iranian,Persian,Iran,712,8.4,48000
A Serious Man,NA,7000000,Comedy,Drama,,,,7.971424,Mike Zoss Productions,Studio Canal,10,2,2009,10/2/2009,31430334,105,Ethan Coen,341,1000,98,Fred Melamed,816,Michael Stuhlbarg,102125,1120,Peter Breitmayer,1,bar mitzvah|jewish|marital breakup|nose job|rabbi,English,United States,105,7,10000
A Shine of Rainbows,NA,6000000,Drama,Family,,,,6.760491,Octagon Films,Sepia Films,10,1,2009,10/1/2009,0,101,Vic Sarin,37,24,130,Aidan Quinn,933,Connie Nielsen,1696,1940,John Bell,2,island|love|new home|orphan|rainbow,English,Canada,767,7.2,1000
A Simple Wish,NA,28000000,Adventure,Comedy,Family,Fantasy,,3.354869,Universal Pictures,The Bubble Factory,7,11,1997,7/11/1997,8345056,86,Michael Ritchie,21,23,899,Francis Capra,1000,Mara Wilson,4288,5535,Kathleen Turner,3,8 year old|convention|magic|magic wand|male fairy godmother,English,United States,937,5.4,517
A Single Man,NA,7000000,Drama,Romance,,,,10.952545,Depth of Field,Artina Films,10,19,2009,10/19/2009,0,101,Tom Ford,281,192,292,Teddy Sears,14000,Colin Firth,83182,14816,Keri Lynn Pratt,2,car accident|male full back nudity|practicing a suicide|public nudity|suicide contemplation,English,United States,343,7.6,16000
A Sound of Thunder,NA,80000000,Thriller,Science Fiction,Adventure,Action,,4.980191,Epsilon Motion Pictures,Franchise Pictures,5,15,2005,5/15/2005,5989640,110,Peter Hyams,113,0,212,Catherine McCormack,1000,David Oyelowo,16474,1890,Jemima Rooper,0,butterfly|hunter|time|time travel|wave,English,United Kingdom,307,4.2,785
A Streetcar Named Desire,NA,1800000,Drama,,,,,7.301719,Charles K. Feldman Group,Warner Bros.,9,18,1951,9/18/1951,8000000,125,Elia Kazan,94,603,114,Karl Malden,10000,Marlon Brando,78454,10570,Kim Hunter,0,brother in law sister in law relationship|expectant father|histrionic personality disorder|middle aged woman|off screen rape,English,United States,416,8,5000
A ThoUnited Statesnd Words,NA,40000000,Drama,Comedy,,,,5.446745,Paramount Pictures,DreamWorks SKG,3,7,2012,3/7/2012,22044277,91,Brian Robbins,70,48,39,Lou Saliba,61,John Gatins,30842,222,Greg Collins,8,box office flop|buddhist|liar|literary agent|magical tree,English,United States,46,5.9,0
A Time to Kill,NA,40000000,Crime,Drama,Thriller,,,13.309013,Regency Enterprises,Warner Bros.,7,24,1996,7/24/1996,152266007,149,Joel Schumacher,71,541,1000,Matthew McConaughey,18000,Kevin Spacey,99558,31349,Oliver Platt,3,african american|court|law|mississippi|trial,English,United States,11000,7.4,0
A Very Long Engagement,NA,47000000,Drama,,,,,10.896295,Gerber Pictures,2003 Productions,10,26,2004,10/26/2004,0,133,Jean-Pierre Jeunet,186,0,46,André Dussollier,226,Denis Lavant,62607,405,Albert Dupontel,1,court martial|death|girl|no man's land|soldier,French,France,52,7.7,0
A View to a Kill,"{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}",30000000,Adventure,Action,Thriller,,,12.840798,Eon Productions,,5,24,1985,5/24/1985,152427960,131,John Glen,108,46,433,Alison Doody,1000,Patrick Macnee,68565,2943,Tanya Roberts,2,computer|earthquake|microchip|official james bond series|silicon valley,English,United Kingdom,439,6.3,0
A Walk Among the Tombstones,NA,28000000,Crime,Drama,Mystery,Thriller,,14.914924,Double Feature Films,Jersey Films,9,18,2014,9/18/2014,53181600,113,Scott Frank,253,71,313,Boyd Holbrook,14000,Liam Neeson,87950,15428,David Harbour,0,drug dealer|ex cop|murder of wife|revenge|violence,English,United States,439,6.5,15000
A Walk on the Moon,NA,14000000,Drama,Romance,,,,7.703645,Miramax Films,Village Roadshow Pictures,1,29,1999,1/29/1999,0,107,Tony Goldwyn,47,956,113,Julie Kavner,10000,Viggo Mortensen,6782,10368,Tovah Feldshuh,1,adulterous wife|cheating wife|summer|unfaithfulness|woodstock,English,United States,233,6.6,860
A Walk to Remember,NA,11000000,Drama,Romance,,,,8.054499,DiNovi Pictures,Pandora Pictures,1,25,2002,1/25/2002,41227069,101,Adam Shankman,80,163,488,Peter Coyote,683,Lauren German,162701,2436,Paz de la Huerta,1,community service|love|punishment|school|student,English,United States,548,7.4,19000
A.I. Artificial Intelligence,NA,100000000,Drama,Science Fiction,Adventure,,,13.249364,DreamWorks SKG,Amblin Entertainment,6,29,2001,6/29/2001,235926552,146,Steven Spielberg,281,14000,681,William Hurt,3000,Haley Joel Osment,238747,6217,Kevin Sussman,0,affection|boy|fairy|future|robot,English,United States,882,7.1,11000
Abandon,NA,25000000,Drama,Mystery,Thriller,,,3.485213,Paramount Pictures,Spyglass Entertainment,10,14,2002,10/14/2002,10719357,99,Stephen Gaghan,72,79,956,Zooey Deschanel,16000,Charlie Hunnam,7909,28987,Tony Goldwyn,3,college|detective|disappearance|police detective|thesis,English,United States,11000,4.9,261
ABCD (Any Body Can Dance),"{'id': 337957, 'name': 'ABCD Collection', 'poster_path': None, 'backdrop_path': None}",0,Drama,Music,,,,0.917727,UTV Motion Pictures,,2,7,2013,2/7/2013,222000,160,Remo,15,168,71,Remo,733,Lauren Gottlieb,5018,1182,Prabhudheva,3,NA,Hindi,India,168,6.4,1000
Abduction,NA,35000000,Thriller,Action,Mystery,,,10.512109,Lions Gate Films,Vertigo Entertainment,9,22,2011,9/22/2011,82087155,106,John Singleton,180,309,63,Benjamin J. Cain Jr.,327,Ken Arnold,65044,561,Richard Cetrone,1,assassin|high school|on the run|teenager|website,English,United States,73,5,13000
About a Boy,NA,27000000,Drama,Comedy,Romance,,,10.956665,Universal Pictures,,4,26,2002,4/26/2002,129000000,101,Chris Weitz,158,129,3,Christopher Webster,66,Sharon Small,144021,74,Peter McNicholl,0,boy|friend|imaginary son|single father|single mother,English,United Kingdom,5,7.1,0
About Last Night,NA,12500000,Comedy,Romance,,,,9.543004,"Screen Gems, Inc.",Rainforest Films,2,14,2014,2/14/2014,49002684,100,Steve Pink,90,38,460,Regina Hall,833,Joe Lo Truglio,16979,2800,Bryan Callen,4,bedroom|boyfriend girlfriend relationship|hug|interrupted sex|urban setting,English,United States,807,6.1,0
About Schmidt,NA,30000000,Drama,Comedy,,,,11.066473,New Line Cinema,Avery Pix,12,13,2002,12/13/2002,105834556,125,Alexander Payne,217,729,322,June Squibb,442,Hope Davis,107557,1556,Howard Hesseman,1,highway travel|on the road|retirement|road movie|wedding,English,United States,344,7.2,0
About Time,NA,12000000,Comedy,Drama,Science Fiction,,,11.213913,Working Title Films,Translux,8,16,2013,8/16/2013,87100449,123,Richard Curtis,274,628,171,Tom Hollander,565,Tom Hughes,202341,1595,Lindsay Duncan,1,boyfriend girlfriend relationship|lingerie slip|time travel|time travel romance|wedding,English,United Kingdom,555,7.8,105000
Abraham Lincoln: Vampire Hunter,NA,69000000,Action,Fantasy,Horror,,,7.922636,Twentieth Century Fox Film Corporation,Bazelevs Production,6,20,2012,6/20/2012,112265139,94,Timur Bekmambetov,393,335,911,Dominic Cooper,3000,Rufus Sewell,128629,8281,Benjamin Walker,0,chopping down a tree|hanging upside down|shopkeeper|vampire|vampire hunter,English,United States,3000,5.9,98000
Absentia,NA,70000,Mystery,Horror,Thriller,,,4.54174,Blue Dot Productions,FallBack Plan Productions,3,3,2011,3/3/2011,0,92,Mike Flanagan,125,59,9,Courtney Bell,35,Justin Gordon,13065,97,Erin Cipolletti,0,anticipate|dead in absentia|foetus|tunnel|unreliable narration,English,United States,28,5.8,3000
